Namespace,Key,English Text,Spanish,French,German,Chinese,Hindi,Urdu,Arabic,Japanese,Korean,Russian
form,searchParks,Search parks...,Buscar parques...,Rechercher des parcs...,Parks suchen...,????...,????? ?????...,?????? ?? ???? ????...,???? ?? ??????? ...,?????...,?? ??...,????? ??????...
form,enterprisePartnership,Enterprise Partnership:,Asociación empresarial:,Partenariat d’entreprise :,Unternehmenspartnerschaft:,???????,????? ????????:,????????? ????????:,??????? ????????:,????????????????:,?? ????:,????????????? ???????????:
form,nextStepCompletePayment,Next step: Complete payment,Siguiente paso: Completar el pago,Prochaine étape : Finaliser le paiement,Nächster Schritt: Zahlung abschließen,????????,???? ???: ?????? ???? ????,???? ?????: ???? ???????,?????? ???????: ????? ?????,??????: ????????,?? ??: ?? ??,????????? ???: ????????? ??????
form,selectTimezone,Select timezone...,Seleccione la zona horaria...,Sélectionnez le fuseau horaire...,Zeitzone auswählen...,????...,???????? ?????...,???? ??? ????? ????...,??? ??????? ???????...,?????????...,??? ??...,???????? ??????? ????...
gdpr,accountDeleted,Account Deleted,Cuenta eliminada,Compte supprimé,Konto gelöscht,?????,???? ????? ???,?????? ??? ?? ??? ???,?????? ?????,????????,?? ???,??????? ??????
gdpr,cookiePreferences,Cookie Preferences,Preferencias de cookies,Préférences en matière de cookies,Cookie-Einstellungen,Cookie ???,???? ????????????,???? ?? ???????,??????? ????? ????? ????????,Cookie??,?? ?? ??,????????? ?????? cookie
gdpr,noConsentPreferencesSet,No consent preferences set yet.,Aún no se han establecido preferencias de consentimiento.,Aucune préférence de consentement n’est encore définie.,Es wurden noch keine Einwilligungseinstellungen festgelegt.,??????????,??? ?? ??? ????? ???????????? ??? ???? ?? ?? ????,???? ?? ??????? ?? ??????? ???? ???? ?? ??? ????,?? ??? ????? ??????? ???????? ??? ????.,?????????????????,?? ?? ?? ??? ???? ?????.,????????? ???????? ???? ?? ???????????.
gdpr,exportYourData,Export Your Data,Exporte sus datos,Exportez vos données,Exportieren Sie Ihre Daten,??????,???? ???? ??????? ????,???? ???? ????? ????,????? ???????,??????????,??? ????,????????????? ???? ??????
gdpr,requestHistory,Request History,Historial de solicitudes,Historique des requêtes,Verlauf der Anfrage,??????,?????? ??????,????? ?? ??????? ????,??? ???????,????,?? ??,??????? ????????
gdpr,deleteAccount,Delete Account,Eliminar cuenta,Supprimer le compte,Konto löschen,????,???? ?????,?????? ??? ????,??? ??????,????????,?? ??,??????? ??????? ??????
gdpr,yourProfileAndAll,Your profile and all personal information,Su perfil y toda la información personal,Votre profil et toutes les informations personnelles,Ihr Profil und alle persönlichen Informationen,?????????????,???? ????????? ?? ??? ????????? ???????,?? ?? ??????? ??? ???? ???? ???????,???? ?????? ????? ????????? ???????,???????????????????,??? ??? ? ?? ?? ??,??? ??????? ? ??? ?????? ??????????
gdpr,allReviewsYouveWritten,All reviews you've written,Todas las reseñas que has escrito,Tous les avis que vous avez écrits,"Alle Bewertungen, die Sie geschrieben haben",????????,???? ?????? ???? ?? ??? ?????????,?? ?? ???? ???? ???? ?????,???? ????????? ???? ??????,???????????????,??? ?? ??,"??? ??????, ??????? ?? ????????"
gdpr,allBookingsAndAvailability,All bookings and availability data,Todos los datos de reservas y disponibilidad,Toutes les données de réservation et de disponibilité,Alle Buchungs- und Verfügbarkeitsdaten,?????????,??? ?????? ?? ???????? ????,???? ???? ??? ??????? ?? ????? ? ????,???? ?????? ???????? ????????,???????????????,?? ?? ? ?? ?? ?? ???,??? ?????? ? ????????????? ? ??????? ????
gdpr,allMessagesAndCommunications,All messages and communications,Todos los mensajes y comunicaciones,Tous les messages et communications,Alle Nachrichten und Mitteilungen,???????,??? ????? ?? ?????,???? ??????? ??? ???????,???? ??????? ??????????,????????????,?? ??? ? ??????,??? ????????? ? ????????????
gdpr,helpUsImproveBy,Help us improve by telling us why you,Ayúdanos a mejorar diciéndonos por qué,Aidez-nous à nous améliorer en nous disant pourquoi vous,"Helfen Sie uns, uns zu verbessern, indem Sie uns sagen, warum Sie",???????????????,???? ?? ????? ????? ???? ??? ??? ???? ?? ?? ?????,???? ?? ??? ?? ???? ????? ??? ????? ??? ???? ?? ?? ????,?????? ?? ??????? ?? ???? ??????? ??????,???????????????????,??? ?? ??? ??? ???.,"???????? ??? ????? ?????, ????????? ???, ?????? ??"
guides-v2,searchByName,Search by name...,Buscar por nombre...,Recherche par nom...,Suche nach Namen...,?????...,??? ?? ?????...,??? ?? ??? ?? ???? ????...,????? ??????...,?????...,???? ??...,????? ?? ????????...
guides-v2,allRegions,All Regions,Todas las regiones,Toutes les régions,Alle Regionen,????,??? ???????,???? ?????,???? ???????,??????,?? ??,??? ???????
guides-v2,allCities,All Cities,Todas las ciudades,Toutes les villes,Alle Städte,????,??? ???,???? ???,???? ?????,??????,?? ??,??? ??????
guides-v2,verifiedOnly,Verified only,Solo verificado,Vérifié uniquement,Nur verifiziert,???,???? ???????? ???? ???,??? ????? ???,?? ?????? ??? ???,??????,??? ???,?????? ?????????
guides-v2,licensedOnly,Licensed only,Solo con licencia,Licence uniquement,Nur lizenziert,?????,???? ??????? ???????,??? ?????? ?????,???? ???,???????,????? ??,?????? ????????
guides-v2,searchByNameOr,Search by name or license number...,Buscar por nombre o número de licencia...,Recherche par nom ou numéro de licence...,Suchen Sie nach Name oder Lizenznummer...,??????????...,??? ?? ??????? ???? ?? ?????...,??? ?? ?????? ???? ?? ??? ?? ???? ????...,????? ?????? ?? ??? ??????? ...,???????????????...,?? ?? ???? ??? ??...,????? ?? ???????? ??? ?????? ????????...
guides-v2,highestRated,Highest Rated,Mejor calificado,Les mieux notés,Am besten bewertet,????,?????? ?????,?? ?? ????? ???? ????,?????? ??????,????,?? ??,????? ??????? ???????
guides-v2,lowestPrice,Lowest Price,Precio más bajo,Prix le plus bas,Niedrigster Preis,????,???? ?? ????,?? ?? ?? ????,??? ???,???,???,????? ?????? ????
guides-v2,updatingResults,Updating results...,Actualizando resultados...,Mise à jour des résultats...,Ergebnisse werden aktualisiert...,??????...,?????? ????? ?? ??? ???...,????? ?? ?? ??? ?? ??? ???...,????? ???????...,??????...,?? ???? ?...,?????????? ???????????...
nav,selectLanguage,Select language,Seleccionar idioma,Sélectionner une langue,Sprache auswählen,????,???? ?? ??? ????,???? ????? ????,???? ?????,?????,?? ??,??????? ????
nav,guideValidator,Guide Validator,Validador de guías,Guide Validateur,Leitfaden Validator,?????,???? ????????????,????? ????????,???? ??????,?????????,??? ??? ???,????????? ???????????
transport,searchTransportProviders,Search transport providers...,Buscar proveedores de transporte...,Rechercher des prestataires de transport...,Transportanbieter suchen...,???????...,?????? ????????? ?? ??? ????...,????????? ????? ???? ????? ?? ???? ????...,????? ????? ????? ??????...,????????????????...,?? ???? ??...,????? ??????????? ???????????? ?????...
common,signIn,Sign in,Inicia sesión,Connexion,Anmelden,??,???? ?? ????,???? ?? ????,????? ??????,?????,?????,?????
common,openYourProfileDashboard,Open your profile dashboard,Abre el panel de tu perfil,Ouvrez le tableau de bord de votre profil,Öffnen Sie Ihr Profil-Dashboard,???????????,???? ????????? ???????? ?????,???? ??????? ??? ???? ??????,???? ???? ??????? ???? ??????,????????????????,??? ???? ??,???????? ?????? ?????????? ???????
common,thankYouForSubmitting,Thank you for submitting your application to Guide Validator!,¡Gracias por enviar su solicitud a Guide Validator!,Merci d’avoir soumis votre candidature à Guide Validator !,"Vielen Dank, dass Sie Ihre Bewerbung bei Guide Validator eingereicht haben!",???? Guide Validator ?????,???? ???????? ?? ???? ????? ????? ???? ?? ??? ???????!,????? ???????? ?? ???? ??????? ??? ?????? ?? ??? ?? ?? ?????!,???? ?? ??? ????? ???? ??? Guide Validator!,Guide Validator??????????????????????!,Guide Validator? ???? ??? ??? ?????!,?????????? ??? ?? ???????? ?????? ? Guide Validator!
common,theGuideValidatorTeam,The Guide Validator Team,El equipo de validadores de guías,L’équipe du Guide Validator,Das Guide-Validator-Team,Guide ?????,???? ???????????? ???,????? ???????? ???,???? ???? ??????,????????????,Guide ??? ??? ?,??????? ??????????? ?????????????
common,applicant,Applicant:,Solicitante:,Demandeur:,Antragsteller:,????,??????????:,??????? ?????:,???? ?????:,????,???:,?????????:
common,applicationId,Application ID:,ID de la aplicación:,ID de l’application :,Anwendungs-ID:,???? ID?,????? ????:,??????? ?? ?????:,???? ???????:,???????? ID:,?????? ID:,ID ??????????:
common,reviewApplication,Review Application,Revisar la solicitud,Examiner la demande,Antrag prüfen,????,????? ?? ??????? ????,??????? ?? ????? ???,?????? ???????,?????,??? ??,????????? ??????
common,greatNewsYourApplication,Great news! Your application has been approved.,¡Buenas noticias! Su solicitud ha sido aprobada.,Bonne nouvelle ! Votre demande a été approuvée.,Tolle Neuigkeiten! Ihr Antrag wurde genehmigt.,?????????????,????? ???! ???? ????? ??????? ?? ??? ???,??? ???? ???! ?? ?? ??????? ????? ?? ?? ??? ??.,????? ?????! ??? ???????? ??? ????.,????!???????????,?? ??! ???? ???????.,???????? ???????! ???? ?????? ????????.
common,signInNow,Sign In Now,Iniciar sesión ahora,Connectez-vous maintenant,Jetzt anmelden,????,??? ???? ?? ????,???? ???? ?? ????,????? ?????? ????,????????,?? ???,????? ??????
common,welcomeToTheGuide,Welcome to the Guide Validator community!,¡Bienvenido a la comunidad de Guide Validator!,Bienvenue dans la communauté Guide Validator !,Willkommen in der Guide Validator-Community!,???? Guide Validator ???,???? ???????????? ?????? ??? ???? ?????? ??!,????? ???????? ??????? ??? ??? ?????!,????? ??? ?? ????? ???? ??????!,Guide Validator???????????!,Guide Validator ????? ?? ?? ?????!,????? ?????????? ? ?????????? Guide Validator!
common,ifYouHaveQuestions,"If you have questions or would like to reapply in the future, please feel free to contact us.","Si tiene preguntas o desea volver a presentar una solicitud en el futuro, no dude en contactarnos.","Si vous avez des questions ou si vous souhaitez présenter une nouvelle demande à l’avenir, n’hésitez pas à nous contacter.","Wenn Sie Fragen haben oder sich in Zukunft erneut bewerben möchten, können Sie sich gerne an uns wenden.",??????????????????????????,"??? ???? ??? ?????? ??? ?? ?? ?????? ??? ??? ?? ????? ???? ????? ???, ?? ????? ?????? ???? ?????? ?????","??? ?? ?? ??? ?????? ??? ?? ?????? ??? ?????? ??????? ???? ????? ???? ?? ???? ??? ??? ????? ?? ?? ????? ????.","??? ???? ???? ????? ?? ???? ?? ????? ??????? ?? ???????? ? ??? ????? ?? ??????? ???.",??????????????????????????????????,??? ?? ??? ?? ???? ????? ?? ???? ??? ????.,"???? ? ??? ???? ??????? ??? ?? ?????? ?? ???????? ?????? ?????? ? ???????, ??????????, ????????? ? ????."
common,newContactFormSubmission,New Contact Form Submission,Envío de nuevo formulario de contacto,Soumission d’un nouveau formulaire de contact,Neue Einreichung des Kontaktformulars,????????,??? ?????? ?????? ??? ????,??? ????? ???? ??? ?????,????? ????? ????? ????,????????????????,? ?? ?? ??,???????? ????? ?????????? ?????
common,name,Name:,Nombre:,Nom:,Name:,???,???:,???:,???:,???,??:,???:
common,subject,Subject:,Asunto:,Objet:,Betreff:,???,????:,?????:,?????:,???,??:,????:
common,greatNewsYourCredentials,Great news! Your credentials have been verified and approved.,¡Buenas noticias! Sus credenciales han sido verificadas y aprobadas.,Bonne nouvelle ! Vos informations d’identification ont été vérifiées et approuvées.,Tolle Neuigkeiten! Ihre Anmeldeinformationen wurden überprüft und genehmigt.,?????????????????,????? ???! ???? ????????????? ???????? ?? ??????? ?? ?? ????,??? ???? ???! ?? ?? ????? ?? ????? ??? ?????? ?? ??? ???,????? ?????! ?? ?????? ?? ?????? ???????? ?????? ?? ????????? ?????.,????!??????????????????,?? ??! ?? ??? ?? ? ???????.,???????? ???????! ???? ??????? ?????? ???? ????????? ? ??????????.
common,adminNotes,Admin notes:,Notas del administrador:,Notes de l’administrateur :,Anmerkungen des Administrators:,??????,?????????? ?????:,????? ????:,??????? ???????:,??????:,??? ?? ??:,?????????? ??????????????:
common,newReviewReceived,New Review Received,Nueva opinión recibida,Nouvel avis reçu,Neue Bewertung erhalten,?????,?? ??????? ??????? ???,??? ????? ????? ???,???? ?????? ?????,???????????????,??? ?? ??,??????? ????? ?????
common,theReviewIsCurrently,The review is currently pending approval by our moderation team.,La revisión está actualmente pendiente de aprobación por parte de nuestro equipo de moderación.,L’examen est actuellement en attente d’approbation par notre équipe de modération.,Die Überprüfung muss derzeit von unserem Moderationsteam genehmigt werden.,???????????????????,??????? ??????? ??? ????? ??????? ??? ?????? ??????? ?? ??? ????? ???,????? ?? ????? ????? ?????? ???? ??? ?? ?????? ??? ????? ???,???????? ????? ?? ?????? ?????? ???? ??????? ?????.,???????????????????????????????,??? ?? ???? ??? ???? ????.,? ????????? ????? ???????? ??????? ????????? ????? ??????? ???????????.
common,viewDashboard,View Dashboard,Ver panel de control,Voir le tableau de bord,Dashboard anzeigen,?????,???????? ?????,??? ???? ??????,??? ???? ??????,??????????,???? ??,???????? ?????? ??????????
common,reviewNotApproved,Review Not Approved,Revisión no aprobada,Avis non approuvé,Überprüfung nicht genehmigt,??????,??????? ??????? ???? ??,????? ????? ???? ??? ???,???????? ??? ??????,???????,??? ???? ??,????? ?? ?????????
common,yourReviewFor,Your review for,Tu valoración para,Votre évaluation de,Ihre Bewertung für,????,?? ??? ???? ???????,?? ??? ?? ?? ?????,?????? ?,????????,? ?? ??? ??,??? ????? ???
common,newAvailabilityHoldRequest,New Availability Hold Request,Nueva solicitud de retención de disponibilidad,Nouvelle demande de réservation de disponibilité,Neue Anforderung zur Verfügbarkeitssperre,????????,?? ???????? ????? ??????,??? ??????? ???? ?? ???????,??? ????? ?????? ??????,??????????,? ??? ?? ??,????? ?????? ?? ????????? ???????????
common,startDate,Start Date:,Fecha de inicio:,Date de mise en œuvre :,Startdatum:,?????,??????? ????:,???? ?? ?????:,????? ?????:,????,???:,???? ??????:
common,endDate,End Date:,Fecha final:,Date de fin :,Enddatum:,?????,??????? ????:,??????? ?????:,????? ????????:,???:,?? ??:,???? ?????????:
common,expires,Expires:,Expira:,Expire:,Abläuft:,???,??????? ??????:,????? ??? ?????? ??:,?????:,?? ???,??:,????????:
common,reviewRespond,Review & Respond,Revisar y responder,Examiner et répondre,Überprüfen & antworten,?????,??????? ???? ?? ???? ???,????? ??? ??? ???? ???,???????? ?????,???????,?? ? ??,????? ? ?????
common,greatNews,Great news!,¡Buenas noticias!,Bonne nouvelle !,Tolle Neuigkeiten!,????,????? ???!,??? ???? ???!,????? ?????!,????!,?? ??!,???????? ???????!
common,youCanNowProceed,You can now proceed with your booking plans for these dates.,Ahora puede continuar con sus planes de reserva para estas fechas.,Vous pouvez maintenant poursuivre vos plans de réservation pour ces dates.,Sie können nun mit Ihren Buchungsplänen für diese Daten fortfahren.,???????????????????,?? ?? ?? ??????? ?? ??? ???? ?????? ??????? ?? ??? ??? ??? ???? ????,?? ?? ?? ??????? ?? ??? ???? ???? ?? ??????? ?? ???? ??? ??? ???? ???.,????? ???? ?????? ??? ????? ?????? ?? ???? ????????.,????????????????????????,?? ?? ??? ?? ??? ??? ? ????.,?????? ?? ?????? ?????????? ? ???????????? ???????????? ?? ??? ????.
common,holdDeclined,Hold Declined,Retención rechazada,Maintien refusé,Hold abgelehnt,?????,????? ???????? ?? ???? ???,???? ????? ?? ??? ???,?? ??? ???????,??????????,?? ???,????????? ?????????
common,start,Start:,Empezar:,Commencer:,Anfangen:,???,????:,???? ????:,???:,????,????:,??????:
common,end,End:,Fin:,Fin:,Ende:,???,???????:,???:,??????:,????,?:,?????:
common,jobReference,Job Reference:,Referencia de trabajo:,Référence du poste :,Arbeitszeugnis:,?????,????? ?? ??????:,?????? ?? ?????:,???? ???????:,?????:,?? ??:,??????? ? ????? ??????:
common,holdAccepted,Hold Accepted!,¡Mantener aceptado!,Hold Accepté !,Merken Akzeptiert!,?????,??????? ??? ???? ???!,???? ??? ???!,??? ?????!,???????????!,?? ??!,????????? ???????!
common,hello,"Hello,",Hola,Bonjour,Hallo,??,???????,????,?????,?????,?????,??????
common,thisMayMeanTheyre,This may mean they're unavailable for these dates or have already committed to another booking.,Esto puede significar que no están disponibles para estas fechas o que ya se han comprometido a otra reserva.,Cela peut signifier qu’ils ne sont pas disponibles pour ces dates ou qu’ils se sont déjà engagés pour une autre réservation.,"Dies kann bedeuten, dass sie für diese Daten nicht verfügbar sind oder sich bereits für eine andere Buchung entschieden haben.",???????????????????????????????,???? ???? ?? ?? ???? ?? ?? ?? ?? ??????? ?? ??? ???????? ??? ?? ???? ?? ?? ???? ???? ?????? ?? ??? ????????? ????,?? ?? ???? ?? ?????? ?? ?? ?? ?? ??????? ?? ??? ?????? ???? ??? ?? ???? ?? ??? ??? ???? ?? ??? ?? ??? ????,?? ???? ??? ???? ??? ?????? ???? ???????? ?? ???? ??????? ?????? ???? ???.,????????????????????????????????????????????????,?? ?? ??? ??? ? ??? ?? ?? ??? ????? ??? ? ????.,"??? ????? ????????, ??? ??? ?????????? ?? ??? ???? ??? ??? ???????? ?????? ????????????."
